task,disease_label,rep,fold,view,SampleKey,y_true,n_cells,attn_entropy,attn_top1,attn_top5_sum,attn_eff_n
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,102,2.4049942627718384,0.3052346681449683,0.691826807270044,6.806865922779783
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S4,1,101,2.725290282551664,0.1673658780164627,0.5942030073471484,10.76493183170447
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S8,1,100,3.2120605675904548,0.1351807053794994,0.4147745250020919,17.657298489080834
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Control-S3,0,101,1.4616271382180557,0.6992075664976045,0.8892026328330743,2.002910097458257
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Control-S6,0,98,2.893582974303986,0.1631173633194845,0.5794857118440732,11.743054168935924
stage1_MIL_Control_vs_Bile,Bile,5,1,all,20250430S1,1,97,2.970818320362334,0.1903428550595058,0.5239088218917831,11.728974776930473
stage1_MIL_Control_vs_Bile,Bile,5,1,all,20250430S13,1,75,2.182769867101976,0.2976819964612966,0.8056426607629219,6.084680309384587
stage1_MIL_Control_vs_Bile,Bile,5,1,all,20250430S18,1,57,2.466193900136782,0.2180869316464986,0.7108967007656564,7.805434228985815
stage1_MIL_Control_vs_Bile,Bile,5,1,all,20250430S21,1,78,3.106151022294367,0.1339712804316049,0.501785958438814,14.939471430448322
stage1_MIL_Control_vs_Bile,Bile,5,1,all,20250430S3,1,64,2.3092541901127603,0.340131167759562,0.7462624609614184,6.015852337007143
stage1_MIL_Control_vs_Bile,Bile,5,1,all,20250430S8,1,36,1.950294149328384,0.4658978015195502,0.8232515464647485,3.8701725748728815
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2025Jan_Bile-B24,1,70,3.5463749151842725,0.0752841985133073,0.3017930113949988,27.2370156812496
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2026Apr-2_Control-20260427S1,0,90,3.133839303750201,0.1039637876859214,0.4289379003016446,17.428152197398692
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2026Apr-2_Control-20260427S3,0,93,3.260549955727396,0.0661544431040856,0.3118513989316261,22.674929590957653
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2026Apr-2_Control-20260427S7,0,74,2.331930927769025,0.174322731845516,0.7415051145582632,8.100229579479524
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2026Apr_Control-20260401S10,0,89,2.7628557823875344,0.1327605301156516,0.5073187332756735,12.902037035548394
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2026Apr_Control-20260401S3,0,77,2.7868769044078165,0.162389960612479,0.5466408620056674,12.108978542088852
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2026Apr_Control-20260401S8,0,85,2.630616342195277,0.1989268143588161,0.5807016585797782,10.52560778473693
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2024Dec_Bile-S1,1,102,2.890927352582299,0.1770954500489715,0.5893301590402094,11.288864347877794
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2024Dec_Bile-S4,1,101,2.636457228325071,0.2241998965240568,0.6664278970872023,8.987960275295467
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2024Dec_Bile-S8,1,100,3.318372914165792,0.080261937752841,0.3679400435045021,21.215994873995985
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2024Dec_Control-S3,0,101,2.9301391598557407,0.2116757583989238,0.6077435607804313,10.005244849090644
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2024Dec_Control-S6,0,98,2.798693935208539,0.2244189618142489,0.5586396450136868,10.5593593817491
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S1,1,97,2.8116209807215404,0.2041545046783625,0.5897569103816356,10.285415169837032
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S13,1,75,2.628868612330637,0.1516457634557686,0.5979844580364876,10.779389493660558
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S18,1,57,2.4613894318003307,0.2422239871398728,0.7038325214764248,7.9558940107108445
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S21,1,78,3.181975646639561,0.1062160295100003,0.4380763668694208,17.734170291985812
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S3,1,64,2.8315546441295942,0.1674783790610412,0.5456080321824394,12.522137121636147
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S8,1,36,1.0464109564622297,0.7889545314493883,0.910734614083244,1.593437908980735
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2025Jan_Bile-B24,1,70,2.629175082556141,0.2452688930114694,0.6647428081300595,8.337086066752844
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr-2_Control-20260427S1,0,90,3.2269643771712384,0.087939828976262,0.3839266315132409,19.826628131013543
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr-2_Control-20260427S3,0,93,2.906516616746405,0.1447743456718612,0.5018083351044358,13.486759062824165
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr-2_Control-20260427S7,0,74,2.158873100323857,0.2954875574658586,0.7981637802879009,5.7916659411443705
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr_Control-20260401S10,0,89,2.6827858181325603,0.2487093189076989,0.6372167050623463,8.267409645153348
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr_Control-20260401S3,0,77,1.9947977233633707,0.3054080749966307,0.8336005381655897,4.981741117909533
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr_Control-20260401S8,0,85,2.711297501244254,0.1924467730535905,0.657176437649408,9.46574206736562
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Bile-S1,1,102,3.517265099159233,0.0788322767204889,0.3102884761482639,26.043362019068816
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Bile-S4,1,101,2.971135200942491,0.1854915995458586,0.5945287940527937,11.472474378139763
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Bile-S8,1,100,3.320219669209788,0.1164038037729879,0.437075536912714,18.36738000159275
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Control-S3,0,101,3.1232026527148364,0.2797209209860405,0.5490459280743559,9.320988647719334
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Control-S6,0,98,3.424734072319866,0.0844705982935429,0.3936985358705772,21.590808909588304
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S1,1,97,3.1908524933262785,0.1421652027745931,0.4665967724997285,15.619842681866134
