task,disease_label,rep,fold,view,SampleKey,y_true,n_cells,attn_entropy,attn_top1,attn_top5_sum,attn_eff_n
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,2024Dec_Control-S6,0,98,3.217792221732918,0.1294002025727387,0.4444390440361013,16.605322300387822
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,20250430S11,1,60,2.791787456336833,0.1753462906097058,0.5856537928267471,10.948431471125764
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,20250430S17,1,64,3.1456139237697207,0.0981654411055611,0.4134155048569547,18.02445556449872
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,20250430S22,1,63,2.717837900316805,0.1994207819194976,0.6980687523513458,8.998102075940318
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,20250430S6,1,84,3.242079471842649,0.1099248834820665,0.4231909843515347,18.049670092010697
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,2025Jan_Bile-B23,1,33,3.287729636011387,0.0612270096814114,0.2805441902005203,24.37993031598205
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,2025Jan_Bile-B27,1,37,3.191098421700337,0.0788917541175929,0.3501960969005499,20.87890140328764
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,2026Apr-2_Control-20260427S4,0,80,3.2461383256596923,0.0733256496062784,0.327468908734952,21.017860727289147
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,2026Apr-2_Control-20260427S9,0,84,3.2130032004737257,0.1001849250948574,0.4158107113675731,18.12527192357045
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,2026Apr_Control-20260401S3,0,77,2.693808651375336,0.2769832542056558,0.6442613515633007,8.253710541563906
stage1_MIL_Control_vs_Bile,Bile,2,4,ch,2026Apr_Control-20260401S8,0,85,3.208786797833641,0.0957202196570911,0.4299787903717927,17.67036503705296
stage1_MIL_Control_vs_Bile,Bile,2,5,all,2024Dec_Bile-S4,1,101,3.1481990771769723,0.0986270923642715,0.4491765884132935,16.53510286782468
stage1_MIL_Control_vs_Bile,Bile,2,5,all,2024Dec_Bile-S7,1,101,3.2328702376983616,0.1028153020585301,0.4012360122780407,18.442171072515126
stage1_MIL_Control_vs_Bile,Bile,2,5,all,2024Dec_Control-S4,0,109,3.351109669248964,0.139389319327551,0.4536699293445678,17.371489157105117
stage1_MIL_Control_vs_Bile,Bile,2,5,all,2024Dec_Control-S9,0,84,3.769717654898766,0.0888759507665404,0.3287916607192089,28.89451923565157
stage1_MIL_Control_vs_Bile,Bile,2,5,all,20250430S13,1,75,2.767295665197903,0.1510714888999866,0.5919166730527896,11.205893996765434
