task,disease_label,rep,fold,view,SampleKey,y_true,n_cells,attn_entropy,attn_top1,attn_top5_sum,attn_eff_n
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2024Dec_Control-S6,0,98,3.266707469358064,0.2552679161928858,0.5066825858450752,11.11961222979127
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2024Dec_Control-S8,0,99,3.3714672206674305,0.1431624127287902,0.4238824576259893,18.40132206606276
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S10,1,76,2.8463435948697198,0.243705636272809,0.634498634726705,8.8882370674209
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S15,1,95,2.8846801147988748,0.2219566970228566,0.5791982576841763,10.358125701894933
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S16,1,77,2.686193713282847,0.2997859569417543,0.6897550200211768,6.962589331508179
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S19,1,84,2.8460670612748133,0.1461510744141996,0.5727552065035876,11.963490683960329
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S22,1,63,2.6221876151206285,0.1848108706148997,0.6380232804463043,9.721255885998715
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S4,1,78,2.652633902737298,0.2654284916743951,0.70988635673581,7.817607925846483
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S6,1,84,3.0473567745841503,0.1595589027487637,0.5696426845376601,12.77321456471411
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,20250430S9,1,67,3.063218022141623,0.1631722869650729,0.5879862879452928,12.30674912535966
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2025Jan_Bile-B24,1,70,3.102941509018596,0.1756422264190392,0.5112285378590863,13.586890037466318
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2025Jan_Bile-B27,1,37,2.390330408536336,0.3158372141276966,0.7005040646144197,6.312621523913067
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr-2_Control-20260427S2,0,95,2.7841996127990654,0.1524536101298675,0.5895555433012858,11.328955134389847
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr-2_Control-20260427S5,0,97,3.1565995339430235,0.1206840331904424,0.4296721556521804,17.338950327270158
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr-2_Control-20260427S8,0,90,2.42818385292263,0.2570410805900762,0.7286289623050133,7.268039429037606
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr_Control-20260401S10,0,89,2.912986452453341,0.2565617283325912,0.6212048411387239,8.671796664462
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr_Control-20260401S2,0,77,3.193264012681696,0.1907772889080334,0.4932700745858415,13.893049828870367
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr_Control-20260401S5,0,69,2.147339177186917,0.299294341712554,0.8411084407508145,5.250132188944112
stage1_MIL_Control_vs_Bile,Bile,5,1,fp,2026Apr_Control-20260401S8,0,85,2.919282996538544,0.287453565041094,0.6047994893251405,8.497856600125965
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Bile-S1,1,102,3.5593909336864,0.0762241395732892,0.3125484012983033,25.86781950562062
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Bile-S3,1,87,3.2592183592420705,0.1322877077363277,0.4725069551236968,16.036859102973267
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Bile-S6,1,101,3.644371639264836,0.0896575690847821,0.3409970517124557,25.49186268088055
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Bile-S9,1,100,3.46482131713824,0.1374481618082992,0.4565360545044539,17.813141749171155
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Control-S2,0,100,3.677960257332832,0.0780928433395216,0.3275432588573199,26.624925375224755
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Control-S6,0,98,3.5855575587799184,0.074742316940773,0.3057346743184336,26.2695172083278
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2024Dec_Control-S8,0,99,3.667364113723086,0.0712364445208329,0.3054401342654279,28.4559455819994
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S10,1,76,3.2065851480407543,0.0982718535710526,0.4234027536487359,18.091101177549923
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S15,1,95,3.473497862064447,0.1131334216251394,0.3882331837174759,21.386501117947933
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S16,1,77,3.299408020912554,0.1186387127507208,0.4262391121552826,18.379292122544957
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S19,1,84,3.374076487174085,0.1118527935915239,0.4083137800242181,19.53456577884445
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S22,1,63,3.4199090728261576,0.131543694345395,0.3882865114028195,20.54074612810921
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S4,1,78,3.3541524226790584,0.1054856130411324,0.3574131145538572,21.38288752307572
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S6,1,84,3.406693558443369,0.1053621921832257,0.3535682470986908,21.85711876654997
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,20250430S9,1,67,3.2079332151166957,0.1036620888843572,0.4163130536673183,18.24334403035317
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2025Jan_Bile-B24,1,70,3.801670164906936,0.0538521084517596,0.2147581061413529,37.96215319773733
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2025Jan_Bile-B27,1,37,3.207916838986653,0.0814546739046779,0.3445828231219282,21.164301109657867
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2026Apr-2_Control-20260427S2,0,95,3.562284266921069,0.1156798325725281,0.3501630009569601,23.64298380100931
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2026Apr-2_Control-20260427S5,0,97,3.953806548257749,0.0612936311047676,0.2293807838468105,39.16192599566098
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2026Apr-2_Control-20260427S8,0,90,3.8232566198522098,0.0698586795201134,0.2639434816723202,33.756396652437395
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2026Apr_Control-20260401S10,0,89,3.839810044533169,0.0590330376416734,0.2374223675580534,36.53245949565907
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2026Apr_Control-20260401S2,0,77,3.3869743894253097,0.0885065305844338,0.3807205269217071,21.31942306870621
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2026Apr_Control-20260401S5,0,69,2.5637353127654667,0.2332742901754292,0.6695699675722057,8.40968420846603
stage1_MIL_Control_vs_Bile,Bile,5,1,ch,2026Apr_Control-20260401S8,0,85,3.790015465533958,0.0552055800856362,0.2522002506722658,34.54570962878068
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2024Dec_Bile-S10,1,94,3.5217167181609748,0.1494562017048808,0.4332264252186446,17.951269394813085
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2024Dec_Bile-S4,1,101,3.514665593109316,0.1067611459822786,0.3982360210823367,20.804299886626566
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2024Dec_Bile-S8,1,100,3.730551306611127,0.0758113513287948,0.3118495484107589,28.24364217267291
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2024Dec_Control-S1,0,103,3.5347621564027243,0.07914968818418,0.3670257962034983,23.06388374558791
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2024Dec_Control-S3,0,101,3.86300342079142,0.1372082392981468,0.4107583382989421,22.776879321177606
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2024Dec_Control-S7,0,103,3.612476269591348,0.09636667223543,0.365926915776095,24.24616102239855
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2024Dec_Control-S9,0,84,3.730766175737197,0.0968599515869814,0.3085753458812309,28.485048120528077
stage1_MIL_Control_vs_Bile,Bile,5,2,all,20250430S11,1,60,3.2765280905520644,0.1230804560778943,0.460944089324138,17.640637615722717
stage1_MIL_Control_vs_Bile,Bile,5,2,all,20250430S13,1,75,2.9801007095877536,0.2159041326751214,0.5733356580699152,10.806837494110548
stage1_MIL_Control_vs_Bile,Bile,5,2,all,20250430S17,1,64,3.4015119893641077,0.1080507848509215,0.374999798495605,21.609292800475703
stage1_MIL_Control_vs_Bile,Bile,5,2,all,20250430S2,1,89,3.5788550857587897,0.0914540822385931,0.3309212726938533,24.892271609642897
stage1_MIL_Control_vs_Bile,Bile,5,2,all,20250430S23,1,77,3.462338965969725,0.098704975164937,0.3813009594830267,21.38083927647417
stage1_MIL_Control_vs_Bile,Bile,5,2,all,20250430S3,1,64,3.2426706594830703,0.1404180521092344,0.4541088920470026,16.763903673482883
stage1_MIL_Control_vs_Bile,Bile,5,2,all,20250430S8,1,36,2.75488701596538,0.2340389067066616,0.6039671736238434,9.36618152135427
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2025Jan_Bile-B21,1,72,3.886568654848156,0.0381205600218162,0.1807198695274462,43.02890216800706
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2025Jan_Bile-B25,1,67,3.743932287242527,0.0593715774182772,0.2549806474760577,33.780782039839586
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2026Apr-2_Control-20260427S1,0,90,3.235983121789052,0.1281892499854124,0.4643454334953029,16.887359470035474
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2026Apr-2_Control-20260427S3,0,93,3.431101064885993,0.0543801550278781,0.2535504313498461,26.568179695951887
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2026Apr-2_Control-20260427S6,0,94,3.1288171982287243,0.0779016931781363,0.3623870330758517,18.917048080258983
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2026Apr-2_Control-20260427S9,0,84,3.1504397450061914,0.0908477881427247,0.3896288281741076,18.450863219793707
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2026Apr_Control-20260401S11,0,55,2.4682337529151277,0.1476853584427612,0.6563257631034563,9.175139864474977
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2026Apr_Control-20260401S3,0,77,3.174884440404253,0.1553917235776855,0.4625413213948235,15.387127343952445
stage1_MIL_Control_vs_Bile,Bile,5,2,all,2026Apr_Control-20260401S6,0,66,2.611135863588708,0.2059511747073707,0.6809972261923838,8.930287996366976
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2024Dec_Bile-S10,1,94,3.7597770108065673,0.1064833662723162,0.376652711623003,24.044527811210187
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2024Dec_Bile-S4,1,101,3.414685802088282,0.1511175496218172,0.4646367842427193,16.123450804719052
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2024Dec_Bile-S8,1,100,3.619618693283288,0.0977294569374833,0.351837325154539,24.422707334443874
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2024Dec_Control-S1,0,103,3.655123444916808,0.1254322877749887,0.3892972142978961,21.93241053533244
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2024Dec_Control-S3,0,101,4.227882507579682,0.0758498219935668,0.2583832274449213,43.21419909812577
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2024Dec_Control-S7,0,103,3.7455079347595226,0.1203662635609337,0.3671586676657087,24.749230891555225
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2024Dec_Control-S9,0,84,3.673528476425692,0.130348330299099,0.3625433263325431,23.53750329295486
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,20250430S11,1,60,3.3421142563557944,0.1489464474351318,0.4181589920061626,18.091717318677617
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,20250430S13,1,75,3.45510473986994,0.1846585631992699,0.4273019041308019,16.583101806973673
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,20250430S17,1,64,3.300460598444769,0.1551889834091063,0.4662588111669198,15.439703814638024
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,20250430S2,1,89,3.684586555370762,0.1258015705854288,0.3806363603001124,21.964561220906337
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,20250430S23,1,77,3.654211425119119,0.0914372245111654,0.3771048043333197,24.08632280675417
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,20250430S3,1,64,3.5384913140920773,0.0990199250249229,0.3542707100569472,23.861136426762855
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,20250430S8,1,36,2.7257089933530345,0.2437484450518253,0.6259617054166158,8.907905517421169
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2025Jan_Bile-B21,1,72,3.713874960735096,0.0615005484965698,0.2672940456998227,32.071849840016746
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2025Jan_Bile-B25,1,67,3.4447261777547804,0.1619199538421122,0.4015033565447933,18.40946765493032
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2026Apr-2_Control-20260427S1,0,90,3.3512219208059437,0.1157313551143246,0.4194607350178451,18.943362849811518
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2026Apr-2_Control-20260427S3,0,93,3.364653920510902,0.0914427404701932,0.3755682480176511,20.569794600128844
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2026Apr-2_Control-20260427S6,0,94,2.931998355546514,0.1884385960467022,0.6228329893690435,10.487056554453345
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2026Apr-2_Control-20260427S9,0,84,3.197264772854056,0.1021189593165932,0.4620173623131499,17.06834125138048
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2026Apr_Control-20260401S11,0,55,3.107920405482846,0.1852829563925136,0.5158960182386838,13.38993955302806
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2026Apr_Control-20260401S3,0,77,2.758627772446706,0.2308273732895945,0.6828844565358334,7.915924902104963
stage1_MIL_Control_vs_Bile,Bile,5,2,fp,2026Apr_Control-20260401S6,0,66,3.222060567905303,0.2080303182250101,0.5658323718239398,12.261356978118531
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2024Dec_Bile-S10,1,94,3.867520512425926,0.0821776335276531,0.3010735025185341,31.312550518219837
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2024Dec_Bile-S4,1,101,3.43119614992976,0.2322334389436044,0.4659382185690096,13.014715146034494
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2024Dec_Bile-S8,1,100,3.751490421859008,0.1194022573153855,0.3662374737230494,23.212116217031845
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2024Dec_Control-S1,0,103,3.6950558952797934,0.094084121379874,0.3722936700984484,24.622488950721877
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2024Dec_Control-S3,0,101,4.029194485192902,0.100360650979775,0.328835851094344,31.023835848687103
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2024Dec_Control-S7,0,103,4.01761689014406,0.0512168272797501,0.2446163179062343,39.36293234319557
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2024Dec_Control-S9,0,84,3.698382519340436,0.1416939695902644,0.3570966362043593,23.228589499451825
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,20250430S11,1,60,3.0912234791967887,0.1691809715969278,0.530281169979244,13.330054624249843
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,20250430S13,1,75,3.255225834265944,0.1859116996423562,0.4943120168607837,14.121857656508428
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,20250430S17,1,64,3.45923148006998,0.0967034499098494,0.3522648109766564,22.75639935966927
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,20250430S2,1,89,3.513960331975482,0.1065313757966662,0.4019467909453059,20.82655280177557
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,20250430S23,1,77,3.4452865571037337,0.1414806485567814,0.4507686791411587,17.572640950570523
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,20250430S3,1,64,3.1890973682106227,0.1942643079345617,0.5237746023722395,13.28528965448779
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,20250430S8,1,36,2.7214570548187216,0.2923060210632815,0.6157593672852812,8.225110756297045
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2025Jan_Bile-B21,1,72,4.076006911017577,0.0292090575178288,0.1350362580026146,53.390585171886016
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2025Jan_Bile-B25,1,67,3.829988635178961,0.0586303638491246,0.2644365320110468,36.251008429442166
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2026Apr-2_Control-20260427S1,0,90,3.684882620503089,0.0944844618932269,0.2994024347960289,27.838082981918536
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2026Apr-2_Control-20260427S3,0,93,3.507196133689007,0.0806027085072455,0.3446204994798904,23.95421028373537
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2026Apr-2_Control-20260427S6,0,94,3.303197531424643,0.1128241436636578,0.4671165480897555,17.459483314521208
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2026Apr-2_Control-20260427S9,0,84,3.3860314782814105,0.1118418633311401,0.418606141358337,19.412497669599517
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2026Apr_Control-20260401S11,0,55,2.9413698755036704,0.1995191273864887,0.5865837180081772,10.768496450649762
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2026Apr_Control-20260401S3,0,77,3.2287616105123016,0.1406819462437647,0.5305310410704791,14.113162385932526
stage1_MIL_Control_vs_Bile,Bile,5,2,ch,2026Apr_Control-20260401S6,0,66,2.797339216120958,0.1644231791132313,0.6598386400814378,10.035676603664582
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2024Dec_Bile-S2,1,101,4.125781295927596,0.1235210855255086,0.2857857109064404,32.78633084708949
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2024Dec_Bile-S5,1,100,4.175621834024863,0.0621008379443734,0.269145942938864,41.48349627985972
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2024Dec_Bile-S7,1,101,3.7663195218506784,0.0678574283423643,0.3075657327890724,28.995401310441856
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2024Dec_Control-S10,0,95,4.062570324497415,0.0534595093171613,0.2318746893247505,42.07462232693762
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2024Dec_Control-S4,0,109,4.084172709697764,0.0824778339605495,0.3047307304311703,35.159561361034775
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2024Dec_Control-S5,0,99,4.07969744933341,0.0427015814168863,0.1942810849552866,45.8118441077366
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S1,1,97,3.952789078902909,0.0879986247028887,0.2963877002216587,32.44329338515434
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S12,1,75,3.5751184161077725,0.1192780316898946,0.3875549275001819,22.26846090545097
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S14,1,86,3.837992938090876,0.087965301708412,0.2856811530820436,31.80374597998327
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S18,1,57,3.4516167529289947,0.0858789563892084,0.3542530280684149,23.22546289271984
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S20,1,59,3.537396531603694,0.0896718234816121,0.3069202632804915,26.202590313413022
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S21,1,78,3.86868694739937,0.059880822341966,0.241823283433731,37.17825129185809
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S5,1,63,3.5548087017877017,0.0664400740966497,0.3065729405485735,26.639459965724285
stage1_MIL_Control_vs_Bile,Bile,5,3,all,20250430S7,1,56,3.364976760305507,0.1216642097952358,0.4161505813542239,18.991668585624844
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2025Jan_Bile-B23,1,33,3.1014711823961534,0.1005820522229115,0.3976639071828391,18.415269432781336
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2025Jan_Bile-B26,1,44,3.3779116111487766,0.0849758451817953,0.3723367858907607,22.50836449421876
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr-2_Control-20260427S10,0,76,3.223061332225983,0.0867738184030129,0.4043429260159376,18.014740778421483
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr-2_Control-20260427S4,0,80,3.493115039141797,0.0689095405798381,0.2948696977599284,25.724698455454075
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr-2_Control-20260427S7,0,74,3.1195446092901595,0.1396321622132827,0.5698825511101586,13.130043860423054
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr_Control-20260401S1,0,59,3.212226035313697,0.1663733230357694,0.4925149289975437,14.642665007863652
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr_Control-20260401S12,0,70,3.3934651598388346,0.1097219946126986,0.4138818931076972,19.322788521517182
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr_Control-20260401S4,0,58,3.4365821492307687,0.1163582935383562,0.4039994683280002,19.96749246236647
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr_Control-20260401S7,0,90,3.7725048101960295,0.0705992905798591,0.3106286955792462,28.60335383604957
stage1_MIL_Control_vs_Bile,Bile,5,3,all,2026Apr_Control-20260401S9,0,94,3.7718251109262666,0.1005713333624811,0.3191580530085305,27.215423332781256
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,2024Dec_Bile-S2,1,101,4.38647182026926,0.0376360125661891,0.1495490587344229,66.19296889760946
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,2024Dec_Bile-S5,1,100,4.331593661717615,0.05901804299798,0.1625692007273614,59.70353982863679
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,2024Dec_Bile-S7,1,101,3.619382462078159,0.0845928688320109,0.3694531993082058,23.621477560658388
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,2024Dec_Control-S10,0,95,4.233764005768002,0.0889415410223543,0.2437962278442338,44.72456237087219
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,2024Dec_Control-S4,0,109,4.180155834940185,0.0833804720681242,0.2613643556618681,40.281087240621886
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,2024Dec_Control-S5,0,99,4.2735437463018044,0.0646626560069079,0.2034107133328302,51.8370817574132
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,20250430S1,1,97,3.937161165620252,0.085058853049924,0.3320109025413601,30.44711183013743
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,20250430S12,1,75,3.094540101763112,0.1896669302609607,0.5674876970458114,11.921360152129244
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,20250430S14,1,86,3.793987950453128,0.1273590476653931,0.3428146954488926,25.947386127615168
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,20250430S18,1,57,3.2445974124474466,0.1354628811752641,0.4370041262403268,17.11063108270163
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,20250430S20,1,59,3.3812468318606586,0.1041975491261509,0.3527191880257494,22.10030890263542
stage1_MIL_Control_vs_Bile,Bile,5,3,fp,20250430S21,1,78,3.7204552581817167,0.0856991916032032,0.2987803352053906,29.97623686590964
